Unit Id,Institution name,,2018,2017,2016,2015,2014,2013,2012,2011,2010,2009,2008,2007,2006,2005,2004,2003,2002
445188,University of California-Merced,Number admitted,16628,15754,15492,11447,10929,10613,12160,20296,19044,17334,13519,12314,12161,0,-,-,-
445188,University of California-Merced,Number admitted who enrolled,2214,2293,2048,1788,1551,1492,1442,1339,1127,925,669,398,706,0,-,-,-
445188,University of California-Merced,Percent of applicants admitted,66.2%,69.8%,74.2%,60.7%,67.2%,75.5%,80.0%,88.6%,91.3%,90.7%,89.6%,87.3%,86.4%,0,-,-,-
445188,University of California-Merced,Percent of admitted who enrolled,13.3%,14.6%,13.2%,15.6%,14.2%,14.1%,11.9%,6.6%,5.9%,5.3%,4.9%,3.2%,5.8%,0,-,-,-
445300,University of Phoenix-New Jersey,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-
445300,University of Phoenix-New Jersey,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
445300,University of Phoenix-New Jersey,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
445300,University of Phoenix-New Jersey,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
445300,University of Phoenix-New Jersey,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
445300,University of Phoenix-New Jersey,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
445692,Neumont College of Computer Science,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,N/A,N/A,Fall 2010,Fall 2009,Fall 2008,Fall 2007,N/A,N/A,N/A,-,-
445692,Neumont College of Computer Science,Number of applicants,829,833,829,724,600,639,-,-,523,164,165,90,-,-,-,-,-
445692,Neumont College of Computer Science,Number admitted,697,698,683,601,502,511,-,-,455,131,64,85,-,-,-,-,-
445692,Neumont College of Computer Science,Number admitted who enrolled,147,178,182,146,136,137,0,0,147,131,40,36,-,-,-,-,-
445692,Neumont College of Computer Science,Percent of applicants admitted,84.1%,83.8%,82.4%,83.0%,83.7%,80.0%,-,-,87.0%,79.9%,38.8%,94.4%,-,-,-,-,-
445692,Neumont College of Computer Science,Percent of admitted who enrolled,21.1%,25.5%,26.6%,24.3%,27.1%,26.8%,-,-,32.3%,100.0%,62.5%,42.4%,-,-,-,-,-
446002,American Academy of Acupuncture and Oriental Medicine,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-
446002,American Academy of Acupuncture and Oriental Medicine,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
446002,American Academy of Acupuncture and Oriental Medicine,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
446002,American Academy of Acupuncture and Oriental Medicine,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
446002,American Academy of Acupuncture and Oriental Medicine,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
446002,American Academy of Acupuncture and Oriental Medicine,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
446039,Arizona School of Acupuncture and Oriental Medicine,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-
446039,Arizona School of Acupuncture and Oriental Medicine,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
446039,Arizona School of Acupuncture and Oriental Medicine,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
446039,Arizona School of Acupuncture and Oriental Medicine,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
446039,Arizona School of Acupuncture and Oriental Medicine,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
446039,Arizona School of Acupuncture and Oriental Medicine,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
446109,Cambridge Institute of Allied Health & Technology,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-
446109,Cambridge Institute of Allied Health & Technology,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
446109,Cambridge Institute of Allied Health & Technology,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
446109,Cambridge Institute of Allied Health & Technology,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
446109,Cambridge Institute of Allied Health & Technology,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
446109,Cambridge Institute of Allied Health & Technology,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
446224,Eastern School of Acupuncture and Traditional Medicine,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-
446224,Eastern School of Acupuncture and Traditional Medicine,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
446224,Eastern School of Acupuncture and Traditional Medicine,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
446224,Eastern School of Acupuncture and Traditional Medicine,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
446224,Eastern School of Acupuncture and Traditional Medicine,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
446224,Eastern School of Acupuncture and Traditional Medicine,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
446385,Los Angeles College of Music,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2005,-,-,-
446385,Los Angeles College of Music,Number of applicants,-,-,-,-,-,-,38,90,124,52,83,98,137,124,-,-,-
446385,Los Angeles College of Music,Number admitted,-,-,-,-,-,-,21,57,67,52,80,98,137,124,-,-,-
446385,Los Angeles College of Music,Number admitted who enrolled,-,-,-,-,-,-,21,57,67,52,80,71,97,96,-,-,-
446385,Los Angeles College of Music,Percent of applicants admitted,-,-,-,-,-,-,55.3%,63.3%,54.0%,100.0%,96.4%,100.0%,100.0%,100.0%,-,-,-
446385,Los Angeles College of Music,Percent of admitted who enrolled,-,-,-,-,-,-,100.0%,100.0%,100.0%,100.0%,100.0%,72.4%,70.8%,77.4%,-,-,-
446525,SAE Institute of Technology-Nashville,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fall 2007,Fall 2005,N/A,-,-,-
446525,SAE Institute of Technology-Nashville,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,170,166,-,-,-,-
446525,SAE Institute of Technology-Nashville,Number admitted,-,-,-,-,-,-,-,-,-,-,-,104,89,-,-,-,-
446525,SAE Institute of Technology-Nashville,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,102,89,-,-,-,-
446525,SAE Institute of Technology-Nashville,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,61.2%,53.6%,-,-,-,-
446525,SAE Institute of Technology-Nashville,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,98.1%,100.0%,-,-,-,-
446561,Stanbridge University,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,N/A,Fall 2009,Fall 2008,Fall 2007,Fall 2006,Fall 2004,-,-,-
446561,Stanbridge University,Number of applicants,914,1068,953,712,517,310,300,400,-,75,121,35,65,88,-,-,-
446561,Stanbridge University,Number admitted,484,618,574,560,361,244,258,260,-,64,90,8,62,88,-,-,-
446561,Stanbridge University,Number admitted who enrolled,282,265,236,331,196,144,180,132,-,64,90,8,62,88,-,-,-
446561,Stanbridge University,Percent of applicants admitted,53.0%,57.9%,60.2%,78.7%,69.8%,78.7%,86.0%,65.0%,-,85.3%,74.4%,22.9%,95.4%,100.0%,-,-,-
446561,Stanbridge University,Percent of admitted who enrolled,58.3%,42.9%,41.1%,59.1%,54.3%,59.0%,69.8%,50.8%,-,100.0%,100.0%,100.0%,100.0%,100.0%,-,-,-
447014,Daytona College,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-
447014,Daytona College,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447014,Daytona College,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447014,Daytona College,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447014,Daytona College,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447014,Daytona College,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447050,United States University,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-
447050,United States University,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447050,United States University,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447050,United States University,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447050,United States University,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447050,United States University,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447263,AmeriTech College-Draper,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2009,Fall 2008,Fall 2007,Fall 2007,Fall 2006,Fall 2005,-,-,-
447263,AmeriTech College-Draper,Number of applicants,119,57,64,53,42,196,315,219,95,148,117,117,335,22,-,-,-
447263,AmeriTech College-Draper,Number admitted,81,49,29,40,23,152,252,111,56,108,96,96,95,22,-,-,-
447263,AmeriTech College-Draper,Number admitted who enrolled,63,25,28,25,20,87,171,103,55,107,96,96,95,22,-,-,-
447263,AmeriTech College-Draper,Percent of applicants admitted,68.1%,86.0%,45.3%,75.5%,54.8%,77.6%,80.0%,50.7%,58.9%,73.0%,82.1%,82.1%,28.4%,100.0%,-,-,-
447263,AmeriTech College-Draper,Percent of admitted who enrolled,77.8%,51.0%,96.6%,62.5%,87.0%,57.2%,67.9%,92.8%,98.2%,99.1%,100.0%,100.0%,100.0%,100.0%,-,-,-
447421,Eagle Gate College-Layton,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-
447421,Eagle Gate College-Layton,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447421,Eagle Gate College-Layton,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447421,Eagle Gate College-Layton,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447421,Eagle Gate College-Layton,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447421,Eagle Gate College-Layton,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447458,SAE Expression College,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fall 2011,Fall 2010,Fall 2008,Fall 2007,Fall 2006,Fall 2005,Fall 2004,-,-,-
447458,SAE Expression College,Number of applicants,-,-,-,-,-,-,-,75,269,103,156,210,120,280,-,-,-
447458,SAE Expression College,Number admitted,-,-,-,-,-,-,-,72,190,74,125,210,118,227,-,-,-
447458,SAE Expression College,Number admitted who enrolled,-,-,-,-,-,-,-,66,171,74,125,210,118,224,-,-,-
447458,SAE Expression College,Percent of applicants admitted,-,-,-,-,-,-,-,96.0%,70.6%,71.8%,80.1%,100.0%,98.3%,81.1%,-,-,-
447458,SAE Expression College,Percent of admitted who enrolled,-,-,-,-,-,-,-,91.7%,90.0%,100.0%,100.0%,100.0%,100.0%,98.7%,-,-,-
447689,Georgia Gwinnett College,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-
447689,Georgia Gwinnett College,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447689,Georgia Gwinnett College,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447689,Georgia Gwinnett College,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447689,Georgia Gwinnett College,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447689,Georgia Gwinnett College,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447698,Phoenix Institute of Herbal Medicine & Acupuncture,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-
447698,Phoenix Institute of Herbal Medicine & Acupuncture,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447698,Phoenix Institute of Herbal Medicine & Acupuncture,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447698,Phoenix Institute of Herbal Medicine & Acupuncture,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447698,Phoenix Institute of Herbal Medicine & Acupuncture,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447698,Phoenix Institute of Herbal Medicine & Acupuncture,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447801,University of East-West Medicine,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-
447801,University of East-West Medicine,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447801,University of East-West Medicine,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447801,University of East-West Medicine,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447801,University of East-West Medicine,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
447801,University of East-West Medicine,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
448239,Careers Unlimited,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fall 2009,Fall 2008,Fall 2007,N/A,-,-,-,-
448239,Careers Unlimited,Number of applicants,-,-,-,-,-,-,-,-,-,206,15,364,-,-,-,-,-
448239,Careers Unlimited,Number admitted,-,-,-,-,-,-,-,-,-,60,15,54,-,-,-,-,-
448239,Careers Unlimited,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,60,15,54,-,-,-,-,-
448239,Careers Unlimited,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,29.1%,100.0%,14.8%,-,-,-,-,-
448239,Careers Unlimited,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,100.0%,100.0%,100.0%,-,-,-,-,-
448354,Eastern International College-Belleville,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-
448354,Eastern International College-Belleville,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
448354,Eastern International College-Belleville,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
448354,Eastern International College-Belleville,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
448354,Eastern International College-Belleville,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
448354,Eastern International College-Belleville,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
448673,Rasmussen College-Illinois,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2011,Fall 2010,N/A,N/A,N/A,N/A,-,-,-,-
448673,Rasmussen College-Illinois,Number of applicants,-,-,-,-,-,284,681,261,471,-,-,-,-,-,-,-,-
448673,Rasmussen College-Illinois,Number admitted,-,-,-,-,-,218,564,205,437,-,-,-,-,-,-,-,-
448673,Rasmussen College-Illinois,Number admitted who enrolled,-,-,-,-,-,143,431,165,281,-,-,-,-,-,-,-,-
448673,Rasmussen College-Illinois,Percent of applicants admitted,-,-,-,-,-,76.8%,82.8%,78.5%,92.8%,-,-,-,-,-,-,-,-
448673,Rasmussen College-Illinois,Percent of admitted who enrolled,-,-,-,-,-,65.6%,76.4%,80.5%,64.3%,-,-,-,-,-,-,-,-
448840,University of South Florida-St Petersburg,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,-,-,-,-,-,-,-
448840,University of South Florida-St Petersburg,Number of applicants,4254,5575,5749,5122,2997,3195,2840,2756,1661,1353,-,-,-,-,-,-,-
448840,University of South Florida-St Petersburg,Number admitted,1644,2226,2469,2400,1059,1406,1458,1258,870,741,-,-,-,-,-,-,-
448840,University of South Florida-St Petersburg,Number admitted who enrolled,550,643,648,597,272,562,699,583,478,417,-,-,-,-,-,-,-
448840,University of South Florida-St Petersburg,Percent of applicants admitted,38.6%,39.9%,42.9%,46.9%,35.3%,44.0%,51.3%,45.6%,52.4%,54.8%,-,-,-,-,-,-,-
448840,University of South Florida-St Petersburg,Percent of admitted who enrolled,33.5%,28.9%,26.2%,24.9%,25.7%,40.0%,47.9%,46.3%,54.9%,56.3%,-,-,-,-,-,-,-
448886,Arizona State University-Downtown Phoenix,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,-,-,-,-,N/A,Fall 2006,Fall 2006,-,-,-,-
448886,Arizona State University-Downtown Phoenix,Number of applicants,5763,5340,5224,5066,4835,4346,-,-,-,-,-,1023,1023,-,-,-,-
448886,Arizona State University-Downtown Phoenix,Number admitted,4646,4123,4007,3976,3813,3290,-,-,-,-,-,897,897,-,-,-,-
448886,Arizona State University-Downtown Phoenix,Number admitted who enrolled,1420,1301,1298,1234,1154,1080,-,-,-,-,-,172,172,-,-,-,-
448886,Arizona State University-Downtown Phoenix,Percent of applicants admitted,80.6%,77.2%,76.7%,78.5%,78.9%,75.7%,-,-,-,-,-,87.7%,87.7%,-,-,-,-
448886,Arizona State University-Downtown Phoenix,Percent of admitted who enrolled,30.6%,31.6%,32.4%,31.0%,30.3%,32.8%,-,-,-,-,-,19.2%,19.2%,-,-,-,-
449038,Strayer University-Florida,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,-,-,-
449038,Strayer University-Florida,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
449038,Strayer University-Florida,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
449038,Strayer University-Florida,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
449038,Strayer University-Florida,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
449038,Strayer University-Florida,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
449339,American Public University System,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-
449339,American Public University System,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
449339,American Public University System,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
449339,American Public University System,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
449339,American Public University System,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
449339,American Public University System,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
449384,Gnomon,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2012,Fall 2011,Fall 2010,Fall 2009,Fall 2008,Fall 2007,-,-,-,-,-
449384,Gnomon,Number of applicants,19,15,25,11,4,6,4,2,2,51,33,22,-,-,-,-,-
449384,Gnomon,Number admitted,7,8,8,6,4,5,4,1,1,32,23,12,-,-,-,-,-
449384,Gnomon,Number admitted who enrolled,7,7,8,5,4,3,4,1,1,32,23,12,-,-,-,-,-
449384,Gnomon,Percent of applicants admitted,36.8%,53.3%,32.0%,54.5%,100.0%,83.3%,100.0%,50.0%,50.0%,62.7%,69.7%,54.5%,-,-,-,-,-
449384,Gnomon,Percent of admitted who enrolled,100.0%,87.5%,100.0%,83.3%,100.0%,60.0%,100.0%,100.0%,100.0%,100.0%,100.0%,100.0%,-,-,-,-,-
449898,South University-Tampa,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2013,Fall 2011,Fall 2010,Fall 2009,Fall 2009,Fall 2008,Fall 2007,-,-,-,-,-
449898,South University-Tampa,Number of applicants,-,-,-,-,-,49,41,120,42,79,61,165,-,-,-,-,-
449898,South University-Tampa,Number admitted,-,-,-,-,-,31,24,69,31,53,1,83,-,-,-,-,-
449898,South University-Tampa,Number admitted who enrolled,-,-,-,-,-,29,22,58,2,17,1,83,-,-,-,-,-
449898,South University-Tampa,Percent of applicants admitted,-,-,-,-,-,63.3%,58.5%,57.5%,73.8%,67.1%,1.6%,50.3%,-,-,-,-,-
449898,South University-Tampa,Percent of admitted who enrolled,-,-,-,-,-,93.5%,91.7%,84.1%,6.5%,32.1%,100.0%,100.0%,-,-,-,-,-
450298,Strayer University-Delaware,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,-,-,-
450298,Strayer University-Delaware,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
450298,Strayer University-Delaware,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
450298,Strayer University-Delaware,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
450298,Strayer University-Delaware,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
450298,Strayer University-Delaware,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
450377,Strayer University-Alabama,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,-,-,-
450377,Strayer University-Alabama,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
450377,Strayer University-Alabama,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
450377,Strayer University-Alabama,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
450377,Strayer University-Alabama,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
450377,Strayer University-Alabama,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
450571,Rasmussen College-Wisconsin,Reporting period,N/A,N/A,N/A,N/A,N/A,Fall 2012,Fall 2011,Fall 2011,Fall 2010,N/A,N/A,N/A,-,-,-,-,-
450571,Rasmussen College-Wisconsin,Number of applicants,-,-,-,-,-,174,480,221,365,-,-,-,-,-,-,-,-
450571,Rasmussen College-Wisconsin,Number admitted,-,-,-,-,-,129,407,178,333,-,-,-,-,-,-,-,-
450571,Rasmussen College-Wisconsin,Number admitted who enrolled,-,-,-,-,-,80,300,142,233,-,-,-,-,-,-,-,-
450571,Rasmussen College-Wisconsin,Percent of applicants admitted,-,-,-,-,-,74.1%,84.8%,80.5%,91.2%,-,-,-,-,-,-,-,-
450571,Rasmussen College-Wisconsin,Percent of admitted who enrolled,-,-,-,-,-,62.0%,73.7%,79.8%,70.0%,-,-,-,-,-,-,-,-
450933,Columbia Southern University,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,-
450933,Columbia Southern University,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
450933,Columbia Southern University,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
450933,Columbia Southern University,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
450933,Columbia Southern University,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
450933,Columbia Southern University,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
450979,Trident University International,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,-
450979,Trident University International,Number of applicants,232,328,233,78,77,-,-,-,-,-,-,-,-,-,-,-,-
450979,Trident University International,Number admitted,159,223,233,75,72,-,-,-,-,-,-,-,-,-,-,-,-
450979,Trident University International,Number admitted who enrolled,152,212,158,67,68,-,-,-,-,-,-,-,-,-,-,-,-
450979,Trident University International,Percent of applicants admitted,68.5%,68.0%,100.0%,96.2%,93.5%,-,-,-,-,-,-,-,-,-,-,-,-
450979,Trident University International,Percent of admitted who enrolled,95.6%,95.1%,67.8%,89.3%,94.4%,-,-,-,-,-,-,-,-,-,-,-,-
451103,Miami Regional University,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,Fall 2008,Fall 2008,-,-,-,-,-,-
451103,Miami Regional University,Number of applicants,-,470,318,-,-,-,-,-,-,110,101,-,-,-,-,-,-
451103,Miami Regional University,Number admitted,-,396,318,-,-,-,-,-,-,45,20,-,-,-,-,-,-
451103,Miami Regional University,Number admitted who enrolled,-,396,223,-,-,-,-,-,-,45,20,-,-,-,-,-,-
451103,Miami Regional University,Percent of applicants admitted,-,84.3%,100.0%,-,-,-,-,-,-,40.9%,19.8%,-,-,-,-,-,-
451103,Miami Regional University,Percent of admitted who enrolled,-,100.0%,70.1%,-,-,-,-,-,-,100.0%,100.0%,-,-,-,-,-,-
451510,Charleston School of Law,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,-
451510,Charleston School of Law,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
451510,Charleston School of Law,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
451510,Charleston School of Law,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
451510,Charleston School of Law,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
451510,Charleston School of Law,Percent of admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
451556,Southwest University at El Paso,Reporting period,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,-,-,-,-,-,-
451556,Southwest University at El Paso,Number of applicants,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
451556,Southwest University at El Paso,Number admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
451556,Southwest University at El Paso,Number admitted who enrolled,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
451556,Southwest University at El Paso,Percent of applicants admitted,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-
